mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__weight_decay,param_classifier__learning_rate,param_classifier__latent_dim,param_classifier__hidden_dims,param_classifier__epochs,param_classifier__dropout_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
14.33680992126465,3.1203504032695384,0.0031023502349853517,0.0004004486403760586,0.0001,5e-05,2,"(128, 64)",400,0.0,"{'classifier__weight_decay': 0.0001, 'classifier__learning_rate': 5e-05, 'classifier__latent_dim': 2, 'classifier__hidden_dims': (128, 64), 'classifier__epochs': 400, 'classifier__dropout_rate': 0.0}",0.7654595435740893,0.7962765552425188,0.7472996051386365,0.7667870468068443,0.774858317651282,0.7701362136826742,0.015875859501872567,12
10.587330150604249,0.776539898953835,0.0027974128723144533,0.00022274683172939633,1e-05,5e-05,8,"(128, 64)",200,0.2,"{'classifier__weight_decay': 1e-05, 'classifier__learning_rate': 5e-05, 'classifier__latent_dim': 8, 'classifier__hidden_dims': (128, 64), 'classifier__epochs': 200, 'classifier__dropout_rate': 0.2}",0.7780928575688731,0.7582262784044556,0.7599830307513242,0.7741403878996204,0.7775070433259728,0.7695899195900493,0.008684609588376448,13
9.551442623138428,0.8908427045388414,0.002808809280395508,0.0003087232826696274,0.0001,0.0001,2,"(128, 64)",200,0.3,"{'classifier__weight_decay': 0.0001, 'classifier__learning_rate': 0.0001, 'classifier__latent_dim': 2, 'classifier__hidden_dims': (128, 64), 'classifier__epochs': 200, 'classifier__dropout_rate': 0.3}",0.7686856473624568,0.7858992070139561,0.7357746570797663,0.7757394132555939,0.7758808236612241,0.7683959496745995,0.017207826526071508,14
6.604311847686768,2.188382644960012,0.0029593944549560548,0.0004188376911742945,0.0001,0.0005,2,"(256, 256)",200,0.2,"{'classifier__weight_decay': 0.0001, 'classifier__learning_rate': 0.0005, 'classifier__latent_dim': 2, 'classifier__hidden_dims': (256, 256), 'classifier__epochs': 200, 'classifier__dropout_rate': 0.2}",0.7735437801261162,0.7528363664052388,0.7389727077917134,0.7965049874362293,0.7777953029989884,0.7679306289516572,0.02005847044367037,15
18.03351483345032,1.394035980809315,0.0032090663909912108,0.0004855331559340492,0.0001,5e-05,8,"(128, 64)",400,0.2,"{'classifier__weight_decay': 0.0001, 'classifier__learning_rate': 5e-05, 'classifier__latent_dim': 8, 'classifier__hidden_dims': (128, 64), 'classifier__epochs': 400, 'classifier__dropout_rate': 0.2}",0.772714210580536,0.7581936452339255,0.7498993810575323,0.7667326581892941,0.7750269223656873,0.764513363485395,0.009340464694755253,16
7.092380380630493,1.7115694829580124,0.002933311462402344,0.00041351098415451414,1e-06,0.0005,8,"(256, 128)",400,0.1,"{'classifier__weight_decay': 1e-06, 'classifier__learning_rate': 0.0005, 'classifier__latent_dim': 8, 'classifier__hidden_dims': (256, 128), 'classifier__epochs': 400, 'classifier__dropout_rate': 0.1}",0.7653294150179197,0.7529668990873589,0.7427472778496915,0.777213344791202,0.7809117707846103,0.7638337415061566,0.014391922186039713,17
9.7578519821167,1.4295238192774833,0.0029289722442626953,0.00042959818047992235,1e-05,0.0001,2,"(256, 256)",200,0.2,"{'classifier__weight_decay': 1e-05, 'classifier__learning_rate': 0.0001, 'classifier__latent_dim': 2, 'classifier__hidden_dims': (256, 256), 'classifier__epochs': 200, 'classifier__dropout_rate': 0.2}",0.7831244950740919,0.7404575170508316,0.7550010333837335,0.7736563292034243,0.7641383211321535,0.7632755391688469,0.014775762750888079,18
16.59724850654602,0.2782696136997426,0.003075313568115234,0.0002833805319866099,1e-06,5e-05,8,"(128, 64)",300,0.2,"{'classifier__weight_decay': 1e-06, 'classifier__learning_rate': 5e-05, 'classifier__latent_dim': 8, 'classifier__hidden_dims': (128, 64), 'classifier__epochs': 300, 'classifier__dropout_rate': 0.2}",0.7725678159548454,0.756170388661061,0.7513896291784056,0.7632028369102913,0.7685873100477533,0.7623835961504714,0.007776204879695763,19
5.7790967464447025,1.0715035842875635,0.002827310562133789,0.0002372973111112697,1e-05,0.0005,4,"(128, 64)",200,0.1,"{'classifier__weight_decay': 1e-05, 'classifier__learning_rate': 0.0005, 'classifier__latent_dim': 4, 'classifier__hidden_dims': (128, 64), 'classifier__epochs': 200, 'classifier__dropout_rate': 0.1}",0.7673680957312412,0.7850072336861341,0.7104513167484308,0.7680814959045371,0.7681250067985772,0.759806629773784,0.025557237466565262,20
8.716880178451538,1.0385370514936612,0.002603626251220703,0.00020521979985417568,1e-06,0.0003,8,"(128, 64)",300,0.1,"{'classifier__weight_decay': 1e-06, 'classifier__learning_rate': 0.0003, 'classifier__latent_dim': 8, 'classifier__hidden_dims': (128, 64), 'classifier__epochs': 300, 'classifier__dropout_rate': 0.1}",0.7640931937343101,0.7510578586113499,0.7357909736650314,0.769435772481535,0.7692671677671297,0.7579289932518714,0.012932609478692632,21
