mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_estimators,param_classifier__min_samples_split,param_classifier__min_samples_leaf,param_classifier__max_features,param_classifier__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.11493206024169922,0.005297743318535258,0.022743368148803712,0.005621827181155335,100,10,4,log2,30,"{'classifier__n_estimators': 100, 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'log2', 'classifier__max_depth': 30}",0.9552727973780606,0.969190438411921,0.9424603174603174,0.963256076879593,0.9598510168243358,0.9580061293908455,0.009002196387851475,1
0.11214351654052734,0.005892917119455482,0.019774961471557616,0.004603850280709239,100,10,4,log2,20,"{'classifier__n_estimators': 100, 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'log2', 'classifier__max_depth': 20}",0.9552727973780606,0.969190438411921,0.9424603174603174,0.963256076879593,0.9598510168243358,0.9580061293908455,0.009002196387851475,1
0.1553346633911133,0.005051934043625319,0.021823310852050783,0.005527391534325762,100,10,4,sqrt,30,"{'classifier__n_estimators': 100, 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 30}",0.9525684637322613,0.9747921768824808,0.9422064056939502,0.963256076879593,0.9570747217806042,0.9579795689937779,0.010857226244320187,3
0.40081238746643066,0.004521553999435596,0.038501834869384764,0.0003852118763748066,300,2,4,sqrt,30,"{'classifier__n_estimators': 300, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 30}",0.9552727973780606,0.9720454983612878,0.9422064056939502,0.9576031656302996,0.9598510168243358,0.9573957767775868,0.009548922365906785,4
0.28168315887451173,0.006547588680043395,0.030522489547729494,0.004051533206603721,200,2,4,sqrt,10,"{'classifier__n_estimators': 200, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 10}",0.9494857332448573,0.9747921768824808,0.9394507531371838,0.9603496503496503,0.9627980922098569,0.9573752811648057,0.012042721283103863,5
0.2871987819671631,0.0028961553123091938,0.02942042350769043,0.004428232134227853,200,10,2,sqrt,,"{'classifier__n_estimators': 200, 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 2, 'classifier__max_features': 'sqrt', 'classifier__max_depth': None}",0.9552727973780606,0.9719365184693651,0.9391812364912581,0.957430855797462,0.9627980922098569,0.9573239000692005,0.010741229907058713,6
0.10795073509216309,0.0016247644637932027,0.019307661056518554,0.004377143887516663,100,2,4,log2,,"{'classifier__n_estimators': 100, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'log2', 'classifier__max_depth': None}",0.9523852230002414,0.9719365184693651,0.9394507531371838,0.957430855797462,0.9627980922098569,0.9568002885228217,0.010825672291519595,7
0.2784599781036377,0.008357438479706283,0.02774219512939453,0.0005641602952156276,200,10,4,sqrt,10,"{'classifier__n_estimators': 200, 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 10}",0.9523852230002414,0.969190438411921,0.9391812364912581,0.9603496503496503,0.9627980922098569,0.9567809280925855,0.01031512827500111,8
0.41834182739257814,0.0071797729929459425,0.04029531478881836,0.00458462673549796,300,5,2,sqrt,30,"{'classifier__n_estimators': 300, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 2, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 30}",0.9552727973780606,0.9747921768824808,0.9394507531371838,0.957430855797462,0.9568907402019571,0.9567674646794287,0.011202214634721916,9
0.15982980728149415,0.0028914171690469738,0.023847389221191406,0.005223669733992582,100,10,2,sqrt,30,"{'classifier__n_estimators': 100, 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 2, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 30}",0.9581486444696423,0.9719365184693651,0.9364270462633453,0.957430855797462,0.9598510168243358,0.9567588163648301,0.01145153683551116,10
